#{"t_start": 1643291651.848132, "env_id": "threecarlanechangeScenario-v0"}
r,l,t
115.794546,151,1788.745186
109.224666,151,1790.762671
-15.333706,132,1792.324214
249.982292,162,1794.358407
245.360842,154,1796.335572
343.585912,140,1798.132091
96.089314,176,1801.047586
253.644296,170,1803.829675
277.888871,155,1805.911503
108.993134,180,1808.172812
-842.307589,158,1810.165426
278.133069,153,1812.112561
133.601415,152,1814.022413
248.963986,137,1815.750504
145.624765,184,1817.839845
191.838926,168,1819.685594
245.480678,135,1821.401373
139.391431,181,1823.683386
221.07252,162,1825.788094
245.664683,165,1828.734113
-597.625127,42,1829.415267
206.192237,164,1832.238233
342.68828,140,1834.033491
204.977595,163,1836.097055
-778.784549,152,1838.027234
325.482462,145,1839.847153
138.162735,177,1842.125428
-810.202939,148,1843.951087
-500,1,1843.96209
320.183764,147,1845.814903
194.987144,164,1847.893839
191.951993,167,1850.056967
253.454327,152,1851.989751
300.392289,135,1853.698984
262.469132,158,1855.715324
118.32126,167,1857.92435
98.367836,175,1860.249657
-382.099069,161,1862.716322
205.902926,163,1865.472584
210.790334,162,1867.782462
163.039933,168,1869.980575
297.54051,151,1871.890336
3.431051,191,1874.46154
214.862168,145,1876.260353
267.339436,137,1877.808804
183.933911,162,1879.716822
172.22744,162,1881.847739
-925.44607,145,1883.684409
178.311182,173,1885.932225
252.833592,156,1887.89815
178.758159,157,1889.848092
124.584669,172,1892.027543
104.535416,182,1894.821031
-522.295671,11,1894.963696
38.541055,156,1896.966119
271.98261,158,1898.995345
228.376027,149,1900.923827
81.695537,172,1903.078479
197.787541,163,1905.127503
149.036192,172,1907.340024
259.579739,150,1909.292407
183.187831,163,1911.392033
129.138769,159,1913.391509
78.743856,137,1915.357426
187.834724,163,1920.835723
130.036703,167,1924.068973
-790.647679,153,1927.201735
103.636253,154,1930.061253
-780.038325,143,1932.548801
178.214645,168,1935.038789
-245.393991,158,1937.55397
91.46952,183,1941.436091
112.940738,170,1944.475459
254.475651,166,1946.85217
189.071846,162,1949.072486
237.095843,161,1951.201191
-819.831056,125,1952.848056
192.962263,162,1955.221292
158.475816,160,1958.120509
216.144653,166,1961.518891
164.094699,176,1964.423543
-33.761227,159,1967.135485
250.139874,154,1969.179481
282.703526,155,1971.197283
274.03554,150,1973.125787
27.000839,152,1975.099143
157.23954,173,1977.283066
155.805938,170,1979.42489
231.08955,157,1981.461452
217.416724,164,1983.361255
207.19764,159,1985.115993
285.841158,161,1987.000513
250.208705,168,1989.14354
244.5353,162,1991.272418
-789.158814,160,1993.756488
92.711533,178,1996.107057
-281.343657,130,1997.634154
-921.762015,162,1999.500506
250.0342,145,2001.376624
-34.131542,174,2003.654
216.981933,166,2005.815233
158.657077,177,2008.061744
211.233907,156,2010.073563
225.126845,159,2012.101174
143.703245,174,2014.337298
184.985615,168,2016.543344
91.913144,172,2018.783048
167.897369,170,2021.350651
-747.78071,118,2022.884237
30.721378,161,2025.338969
-674.279887,96,2026.634343
38.469478,182,2029.106402
128.273189,180,2031.57948
142.606234,175,2034.073326
145.884362,191,2036.718933
196.388437,159,2038.884082
194.120493,169,2041.206729
197.154714,165,2043.510705
305.200212,150,2045.653068
160.242422,168,2048.098594
195.464136,160,2050.641037
149.203496,173,2052.992315
278.831551,155,2055.477367
185.795841,167,2057.596187
219.886636,168,2059.498214
302.369232,132,2061.42565
301.156758,133,2063.357214
246.919789,146,2065.399282
181.764687,169,2068.114386
186.599151,149,2070.442009
